1,66.4567,67.3067,0.987371
2,65.85,44.62,1.4758
3,66.3567,36.81,1.80268
4,67.46,32.27,2.09049
5,66.0633,30.8133,2.14399
6,65.7833,29.16,2.25594
7,66.2367,26.73,2.47799
8,66.43,24.6733,2.69238
9,66.6133,24.2233,2.74997
10,66.4633,23.4167,2.83829
11,66.34,23.0067,2.88351
12,66.5267,22.59,2.94496
13,66.84,22.1167,3.02215
14,66.4733,22.4133,2.9658
15,67.9933,21.7233,3.12997
16,66.2933,21.86,3.03263
17,66.5033,21.5467,3.08648
18,66.6333,21.2067,3.1421
19,66.5533,21.2267,3.13537
20,66.3867,21.2433,3.12506
21,66.95,20.57,3.25474
22,66.4067,20.96,3.16825
23,66.71,20.61,3.23678
24,66.5067,20.91,3.18062
25,66.69,20.7833,3.20882
26,66.73,20.8,3.20817
27,66.5667,20.6367,3.22565
28,66.9067,20.4167,3.27706
29,66.3867,20.67,3.21174
30,66.27,20.8733,3.17486
31,67.2333,19.8767,3.38253
32,66.67,20.4967,3.25272
